"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","B13_genomic","GCA_000409585.1_Hal1_genomic.NN","GCA_000735115.1_ASM73511v1_genomic.NM","GCA_000982455.1_ASM98245v1_genomic.NM","GCA_003336815.1_ASM333681v1_genomic.NM","GCA_004328925.1_ASM432892v1_genomic.NM","GCA_008831405.1_ASM883140v1_genomic.NM","GCA_011456075.1_ASM1145607v1_genomic.NM","GCA_013186645.1_ASM1318664v1_genomic.NM","GCA_013393725.1_ASM1339372v1_genomic.NM","GCA_018122435.1_ASM1812243v1_genomic.NN","GCA_018122445.1_ASM1812244v1_genomic.NN","GCA_018122455.1_ASM1812245v1_genomic.NN","GCA_018122465.1_ASM1812246v1_genomic.NN","GCA_018122475.1_ASM1812247v1_genomic.NN","GCA_018122535.1_ASM1812253v1_genomic.NN","GCA_019583555.1_ASM1958355v1_genomic.NN","GCA_022700895.1_ASM2270089v1_genomic.NN","GCA_023518255.2_ASM2351825v2_genomic.NM","GCA_024262185.1_ASM2426218v1_genomic.NM","GCA_030519455.1_ASM3051945v1_genomic.NM","GCA_030643765.1_ASM3064376v1_genomic.NM","GCA_032598945.1_ASM3259894v1_genomic.NN","GCA_036218465.1_ASM3621846v1_genomic.NM","GCA_036231745.1_ASM3623174v1_genomic.NM","GCA_038762065.1_ASM3876206v1_genomic.NM","GCA_038898345.1_ASM3889834v1_genomic.NM","GCA_040278585.1_ASM4027858v1_genomic.NM","GCA_050908195.1_ASM5090819v1_genomic.NN","GCA_051851495.1_ASM5185149v1_genomic.NM","GCA_052976505.1_ASM5297650v1_genomic.NN","GCA_053570475.1_ASM5357047v1_genomic.NM"
"group_7281","","hypothetical protein","3","3","1","114","4009","1","2917","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","128","128","128","","","","","","","","","CBBMCBHD_00401","","","","","","","","","","KKOACABF_04106","","MDCBHCFC_03229","","","","","","","","","","",""
"group_7297","","hypothetical protein","3","3","1","114","3362","1","1413","","758","758","758","","","","","","","","","CBBMCBHD_00458","","","","","","","","","","KKOACABF_03121","OCCFHEHO_01045","","","","","","","","","","","",""
"group_7298","","hypothetical protein","3","3","1","114","3361","1","1412","","164","164","164","","","","","","","","","CBBMCBHD_00459","","","","","","","","","","KKOACABF_03122","OCCFHEHO_01046","","","","","","","","","","","",""
"group_7304","","hypothetical protein","3","3","1","114","3320","1","1391","","191","191","191","","","","","","","","","CBBMCBHD_00468","","","","","","","","","","KKOACABF_03131","OCCFHEHO_01053","","","","","","","","","","","",""
"group_7327","","hypothetical protein","3","3","1","114","558","336","7","","440","440","440","","","","","","","","","CBBMCBHD_00716","","","","","","","","","","KKOACABF_02765","","MDCBHCFC_03839","","","","","","","","","","",""
"group_7329","","hypothetical protein","3","3","1","114","3006","338","2","","197","197","197","","","","","","","","","CBBMCBHD_00868","","","","","","","","","","KKOACABF_01662","","MDCBHCFC_03450","","","","","","","","","","",""
"group_7330","","hypothetical protein","3","3","1","114","3005","338","3","","245","245","245","","","","","","","","","CBBMCBHD_00869","","","","","","","","","","KKOACABF_01663","","MDCBHCFC_03449","","","","","","","","","","",""
"group_7331","lagD","Lactococcin-G-processing and transport ATP-binding protein LagD","3","3","1","114","3004","338","4","","2183","2183","2183","","","","","","","","","CBBMCBHD_00870","","","","","","","","","","KKOACABF_01664","","MDCBHCFC_03448","","","","","","","","","","",""
"lcnD","","Lactococcin A secretion protein LcnD","3","3","1","114","3003","338","5","","1469","1469","1469","","","","","","","","","CBBMCBHD_00871","","","","","","","","","","KKOACABF_01665","","MDCBHCFC_03447","","","","","","","","","","",""
"group_7334","","hypothetical protein","3","3","1","114","4011","1","2919","","176","176","176","","","","","","","","","CBBMCBHD_00988","","","","","","","","","","KKOACABF_04104","","MDCBHCFC_03231","","","","","","","","","","",""
"group_7345","","hypothetical protein","3","3","1","114","2550","1322","1","","230","230","230","","","","","","","","","CBBMCBHD_01346","","","","","","","","","","KKOACABF_00912","","MDCBHCFC_02589","","","","","","","","","","",""
"group_7346","","hypothetical protein","3","3","1","114","2551","1322","2","","584","584","584","","","","","","","","","CBBMCBHD_01347","","","","","","","","","","KKOACABF_00911","","MDCBHCFC_02588","","","","","","","","","","",""
"yvgN_2","","Glyoxal reductase","3","3","1","114","7312","1","217","","851","851","851","","","","","","","","","CBBMCBHD_01872","","","","","","","","","","KKOACABF_04040","","","","","","","","","","LCJDOLDM_03649","","",""
"group_7354","","putative HTH-type transcriptional regulator","3","3","1","114","7284","1","216","","443","443","443","","","","","","","","","CBBMCBHD_01873","","","","","","","","","","KKOACABF_04039","","","","","","","","","","LCJDOLDM_03650","","",""
"group_7355","rhaS_3","HTH-type transcriptional activator RhaS","3","3","1","114","7235","1","3322","","911","911","911","","","","","","","","","CBBMCBHD_01874","","","","","","","","","","KKOACABF_04038","","","","","","","","","","LCJDOLDM_03644","","",""
"group_7380","","hypothetical protein","3","3","1","114","9828","1","2242","","278","278","278","","","","","","","","","CBBMCBHD_02824","","","","","","","","","","KKOACABF_03390","OCCFHEHO_00961","","","","","","","","","","","",""
"rapH_2","","Response regulator aspartate phosphatase H","3","3","1","114","7493","1","2693","","1130","1130","1130","","","","","","","","","CBBMCBHD_02848","","","","","ALMECFFD_01452","","","","","KKOACABF_04041","","","","","","","","","","","","",""
"group_7403","cotX","Spore coat protein X","3","3","1","114","10090","138","4","","515","515","515","","","","","","","","","CBBMCBHD_03991","DDCFCBDF_02419","","","","","","","","","KKOACABF_02509","","","","","","","","","","","","",""
"group_7405","","hypothetical protein","3","3","1","114","977","1","985","","146","146","146","","","","","","","","","CBBMCBHD_04011","","","","","","","","","","KKOACABF_03948","","MDCBHCFC_01799","","","","","","","","","","",""
"group_746","","hypothetical protein","3","3","1","114","6013","191","2","","683","1256","1065","","","","","","","","","","DDCFCBDF_00224","","","MMHBEFPG_01016","","","","","","","","","","","","","","","","","AKHABIKF_02563","",""
"group_756","pucI_1","putative allantoin permease","3","3","1","114","2761","30","9","","227","1472","964","","","","","","","","OPAAANOD_02220","","","","","","","","AGNKOGBN_02668","","","","","","","","","","","","","LCJDOLDM_00594","","",""
"group_799","","hypothetical protein","3","3","1","114","2185","109","2","","122","614","286","","","","","","","","OPAAANOD_04592","","","","","","","","","","","","","","","","","","","","","LCJDOLDM_02775","AKHABIKF_01015","",""
"group_855","pxpC","5-oxoprolinase subunit C","3","3","1","114","4140","53","5","","320","1007","778","","","","","EJLPBIDD_00525","","LHNFOEJC_00460","","","","","","","","","","","","","","","","","","","FNPFPPAG_00474","","","","","",""
"group_8772","","hypothetical protein","3","3","1","114","2964","539","1","","239","239","239","","","","","","","","","","","DFPKOMDA_02657","KAALHNMO_02586","","","","AGNKOGBN_01523","","","","","","","","","","","","","","","",""
"group_8784","cwlA_2","N-acetylmuramoyl-L-alanine amidase CwlA","3","3","1","114","9989","1","242","","977","977","977","","","","","","","","","","","","KAALHNMO_00358","","","MLEOMEED_02111","AGNKOGBN_00023","","","","","","","","","","","","","","","",""
"group_885","","hypothetical protein","3","3","1","114","175","7","35","","164","920","668","","","","CKPFFKFG_03890","","","","","","","","","","","","","","","","OCCFHEHO_03956","","","","KINKNFBI_02248","","","","","","","",""
"group_8884","","hypothetical protein","3","3","1","114","7232","1","11","","98","98","98","","","","","","","","","","","","","","ALMECFFD_01626","","","","","","","","","","","","FNPFPPAG_02617","","","","AKHABIKF_03434","",""
"gmuG_2","","Mannan endo-1,4-beta-mannosidase","3","3","1","114","8833","1","2704","","1085","1085","1085","","","","","","","","","","","","","","ALMECFFD_03555","","","","","","","","","","","","FNPFPPAG_02615","","","","AKHABIKF_03432","",""
"group_8963","","hypothetical protein","3","3","1","114","1355","96","5","","224","224","224","","","","","","","","","","","","","","","","","NADAGIKK_00644","","","","","","GIOCAJEK_01359","","","","","","","AKHABIKF_00666","",""
"group_8964","","hypothetical protein","3","3","1","114","1342","320","4","","224","224","224","","","","","","","","","","","","","","","","","NADAGIKK_00664","","","","","","","","","","MPDACFMJ_02643","","","AKHABIKF_00686","",""
"group_8967","","hypothetical protein","3","3","1","114","2820","8","12","","476","476","476","","","","","","","","","","","","","","","","","NADAGIKK_01439","","","","","","","","","","","","","AKHABIKF_02984","DHKOHJCB_00669",""
"group_8975","","hypothetical protein","3","3","1","114","3786","3","27","","194","194","194","","","","","","","","","","","","","","","","","NADAGIKK_01695","","","","","","","","","","","","","AKHABIKF_00043","DHKOHJCB_03552",""
"gmk_2","","Guanylate kinase","3","3","1","114","4823","1","3184","","548","548","548","","","","","","","","","","","","","","","","","NADAGIKK_01747","","","OCCFHEHO_04127","","","GIOCAJEK_04169","","","","","","","","",""
"group_8978","","hypothetical protein","3","3","1","114","4824","1","3183","","296","296","296","","","","","","","","","","","","","","","","","NADAGIKK_01748","","","OCCFHEHO_04128","","","GIOCAJEK_04170","","","","","","","","",""
"group_8984","","hypothetical protein","3","3","1","114","4815","1","3078","","236","236","236","","","","","","","","","","","","","","","","","NADAGIKK_01754","","","","","ELIPLHKN_04350","GIOCAJEK_04176","","","","","","","","",""
"group_8986","","hypothetical protein","3","3","1","114","4834","1","3082","","461","461","461","","","","","","","","","","","","","","","","","NADAGIKK_01756","","","","","ELIPLHKN_04348","GIOCAJEK_04178","","","","","","","","",""
"group_8991","","hypothetical protein","3","3","1","114","4844","1","3073","","203","203","203","","","","","","","","","","","","","","","","","NADAGIKK_01764","","","OCCFHEHO_04144","","ELIPLHKN_04341","","","","","","","","","",""
"group_8996","","hypothetical protein","3","3","1","114","3721","1","3249","","149","149","149","","","","","","","","","","","","","","","","","NADAGIKK_02112","","","","","","","","","","","","","AKHABIKF_00103","DHKOHJCB_03617",""
"group_9006","nanM","N-acetylneuraminate epimerase","3","3","1","114","7679","1","725","","1310","1310","1310","","","","","","","","","","","","","","","","","NADAGIKK_03308","","","","","","","","","","","","","AKHABIKF_02096","DHKOHJCB_02964",""
"group_9007","","hypothetical protein","3","3","1","114","2830","8","22","","545","545","545","","","","","","","","","","","","","","","","","NADAGIKK_03779","","","","","","","","","","","","","AKHABIKF_02979","DHKOHJCB_00674",""
"group_901","mfd","Transcription-repair-coupling factor","3","3","1","114","3168","360","1","","557","3533","1919","","","","","EJLPBIDD_01143","","","OPAAANOD_02771","","","","","","","","","","","","","","","","","","","","","","AKHABIKF_04051","",""
"group_9012","","hypothetical protein","3","3","1","114","4802","1","3199","","458","458","458","","","","","","","","","","","","","","","","","NADAGIKK_03867","","","OCCFHEHO_04214","","ELIPLHKN_04372","","","","","","","","","",""
"group_9042","","hypothetical protein","3","3","1","114","4882","1","3128","","320","320","320","","","","","","","","","","","","","","","","","NADAGIKK_03903","","","","","ELIPLHKN_04408","GIOCAJEK_04220","","","","","","","","",""
"group_9045","","hypothetical protein","3","3","1","114","4874","1","3120","","335","335","335","","","","","","","","","","","","","","","","","NADAGIKK_03911","","","OCCFHEHO_04170","","ELIPLHKN_04416","","","","","","","","","",""
"group_9046","","hypothetical protein","3","3","1","114","4865","1","3110","","254","254","254","","","","","","","","","","","","","","","","","NADAGIKK_03920","","","OCCFHEHO_04161","","ELIPLHKN_04425","","","","","","","","","",""
"group_9047","","hypothetical protein","3","3","1","114","4863","1","3109","","209","209","209","","","","","","","","","","","","","","","","","NADAGIKK_03921","","","","","ELIPLHKN_04426","GIOCAJEK_04202","","","","","","","","",""
"group_9049","","hypothetical protein","3","3","1","114","4860","1","3106","","362","362","362","","","","","","","","","","","","","","","","","NADAGIKK_03924","","","OCCFHEHO_04157","","","GIOCAJEK_04199","","","","","","","","",""
"group_9054","","hypothetical protein","3","3","1","114","4854","1","3101","","446","446","446","","","","","","","","","","","","","","","","","NADAGIKK_03929","","","OCCFHEHO_04152","","","GIOCAJEK_04194","","","","","","","","",""
"group_9055","","hypothetical protein","3","3","1","114","2828","8","20","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","812","812","812","","","","","","","","","","","","","","","","","NADAGIKK_03933","","","","","","","","","","","","","AKHABIKF_02981","DHKOHJCB_00672",""
"group_9057","","hypothetical protein","3","3","1","114","7098","1","2629","","1637","1637","1637","","","","","","","","","","","","","","","","","","ADNDDJPL_01433","","","","ELIPLHKN_02673","","","","","","","","","","FAMPPICK_02322"
"group_9058","","hypothetical protein","3","3","1","114","1235","1","2628","","710","710","710","","","","","","","","","","","","","","","","","","ADNDDJPL_01434","","","","ELIPLHKN_02674","","","","","","","","","","FAMPPICK_02321"
"group_9059","","hypothetical protein","3","3","1","114","1245","1","2523","","1073","1073","1073","","","","","","","","","","","","","","","","","","ADNDDJPL_01441","","","","ELIPLHKN_02681","","","","","","","","","","FAMPPICK_02314"
"group_9060","","hypothetical protein","3","3","1","114","1072","1","2573","","578","578","578","","","","","","","","","","","","","","","","","","ADNDDJPL_01445","","","","ELIPLHKN_02685","","","","","","","","","","FAMPPICK_02310"
"speG","","Spermidine N(1)-acetyltransferase","3","3","1","114","1073","1","2574","","533","533","533","","","","","","","","","","","","","","","","","","ADNDDJPL_01446","","","","ELIPLHKN_02686","","","","","","","","","","FAMPPICK_02309"
"group_9062","","hypothetical protein","3","3","1","114","1074","1","2575","","197","197","197","","","","","","","","","","","","","","","","","","ADNDDJPL_01447","","","","ELIPLHKN_02687","","","","","","","","","","FAMPPICK_02308"
"mltF_1","","Membrane-bound lytic murein transglycosylase F","3","3","1","114","1015","1","2162","","6857","6857","6857","","","","","","","","","","","","","","","","","","ADNDDJPL_01468","","","","ELIPLHKN_02708","","","","","","","","","","FAMPPICK_02287"
"group_9064","","hypothetical protein","3","3","1","114","1019","1","2153","","446","446","446","","","","","","","","","","","","","","","","","","ADNDDJPL_01470","","","","ELIPLHKN_02710","","","","","","","","","","FAMPPICK_02285"
"group_9065","","hypothetical protein","3","3","1","114","9836","1","2130","","428","428","428","","","","","","","","","","","","","","","","","","ADNDDJPL_01475","","","","ELIPLHKN_02715","","","","","","","","","","FAMPPICK_02279"
"group_9066","hup","DNA-binding protein HU","3","3","1","114","9794","1","2250","","278","278","278","","","","","","","","","","","","","","","","","","ADNDDJPL_01500","","","","ELIPLHKN_02740","","","","","","","","","","FAMPPICK_02254"
"group_9067","","hypothetical protein","3","3","1","114","9809","1","2129","","113","113","113","","","","","","","","","","","","","","","","","","ADNDDJPL_01503","","","","ELIPLHKN_02743","","","","","","","","","","FAMPPICK_02251"
"group_9068","","hypothetical protein","3","3","1","114","9798","1","2263","","1232","1232","1232","","","","","","","","","","","","","","","","","","ADNDDJPL_01507","","","","ELIPLHKN_02747","","","","","","","","","","FAMPPICK_02247"
"group_9069","","hypothetical protein","3","3","1","114","9797","1","2262","","506","506","506","","","","","","","","","","","","","","","","","","ADNDDJPL_01508","","","","ELIPLHKN_02748","","","","","","","","","","FAMPPICK_02246"
"group_9070","","hypothetical protein","3","3","1","114","9796","1","2261","","1316","1316","1316","","","","","","","","","","","","","","","","","","ADNDDJPL_01509","","","","ELIPLHKN_02749","","","","","","","","","","FAMPPICK_02245"
"group_9071","","hypothetical protein","3","3","1","114","6967","1","2112","","1328","1328","1328","","","","","","","","","","","","","","","","","","ADNDDJPL_01511","","","","ELIPLHKN_02751","","","","","","","","","","FAMPPICK_02243"
"group_9072","","hypothetical protein","3","3","1","114","9563","1","2113","","395","395","395","","","","","","","","","","","","","","","","","","ADNDDJPL_01512","","","","ELIPLHKN_02752","","","","","","","","","","FAMPPICK_02242"
"group_9074","","hypothetical protein","3","3","1","114","6949","1","1083","","590","590","590","","","","","","","","","","","","","","","","","","ADNDDJPL_01517","","","","ELIPLHKN_02757","","","","","","","","","","FAMPPICK_02237"
